sample,mean0_minus_mean1
1599,-615.463
1600,-580.275
1601,-503.479
1602,-556.799
1603,-653.209
1604,-569.854
1605,-545.596
1606,-676.664
1607,-620.475
1608,-527.33
1609,-529.008
1610,-711.143
1611,-628.049
1612,-559.059
1613,-568.869
1614,-608.008
1615,-646.305
1616,-590.186
1617,-559.619
1618,-589.32
1619,-709.754
1620,-563.125
1621,-564.965
1622,-588.777
1623,-690.865
1624,-685.652
1625,-546.518
1626,-613.172
1627,-520.586
1628,-637.617
1629,-694.154
1630,-656.529
1631,-542.924
1632,-649.281
1633,-690.631
1634,-626.945
1635,-554.982
1636,-648.676
1637,-704.875
1638,-620.406
1639,-622.164
1640,-611.424
1641,-708.705
1642,-685.266
1643,-605.068
1644,-649.932
1645,-725.213
1646,-553.971
1647,-555.693
1648,-710.607
1649,-795.852
1650,-636.023
1651,-596.949
1652,-621.645
1653,-657.633
1654,-691.93
1655,-779.043
1656,-698.121
1657,-608.639
1658,-694.5
1659,-684.596
1660,-718.539
1661,-620.32
1662,-708.162
1663,-713.293
1664,-634.15
1665,-668.873
1666,-634.248
1667,-714.711
1668,-722.596
1669,-712.705
1670,-662.645
1671,-590.959
1672,-681.592
1673,-775.506
1674,-785.484
1675,-710.613
1676,-657.281
1677,-669.584
1678,-718.852
1679,-721.658
1680,-768.381
1681,-725.256
1682,-717.09
1683,-705.107
1684,-686.207
1685,-706.566
1686,-789.207
1687,-711.35
1688,-624.002
1689,-749.824
1690,-801.348
1691,-699.105
1692,-677.602
1693,-765.139
1694,-775.609
1695,-614.09
1696,-704.098
1697,-706.115
1698,-733.51
1699,-838.283
1700,-717.48
1701,-649.135
1702,-589.654
1703,-887.656
1704,-749.232
1705,-752.117
1706,-765.75
1707,-709.303
1708,-735.803
1709,-796.471
1710,-740.785
1711,-672.004
1712,-831.717
1713,-782.553
1714,-741.883
1715,-665.121
1716,-788.016
1717,-841.611
1718,-652.914
1719,-669.838
1720,-735.264
1721,-752.568
1722,-732.799
1723,-774.289
1724,-800.256
1725,-786.295
1726,-644.176
1727,-671.688
1728,-761.176
1729,-790.199
1730,-780.861
1731,-715.916
1732,-736.484
1733,-742.346
1734,-841.189
1735,-805.42
1736,-681.08
1737,-730.982
1738,-859.586
1739,-721.057
1740,-747.01
1741,-707.131
1742,-776.559
1743,-799.484
1744,-801.898
1745,-705.531
1746,-692.199
1747,-831.396
1748,-802.826
1749,-801.389
1750,-705.039
1751,-819.645
1752,-660.727
1753,-800.75
1754,-799.105
1755,-810.123
1756,-730.102
1757,-767.984
1758,-847.016
1759,-728.115
1760,-801.803
1761,-807.775
1762,-802.406
1763,-780.896
1764,-782.453
1765,-778.967
1766,-869.168
1767,-752.174
1768,-796.206
1769,-818.586
1770,-799.133
1771,-726.19
1772,-736.593
1773,-903.29
1774,-880.036
1775,-777.369
1776,-782.781
1777,-761.939
1778,-785.289
1779,-867.689
1780,-845.353
1781,-793.812
1782,-775.588
1783,-900.575
1784,-802.732
1785,-762.994
1786,-791.755
1787,-836.476
1788,-821.463
1789,-751.207
1790,-799.458
1791,-774.988
1792,-861.223
1793,-775.142
1794,-814.908
1795,-748.887
1796,-774.894
1797,-861.959
1798,-804.232
1799,-846.447
1800,-815.985
1801,-789.326
1802,-757.755
1803,-800.35
1804,-800.46
1805,-931.859
1806,-788.92
1807,-788.873
1808,-750.498
1809,-833.931
1810,-835.421
1811,-741.663
1812,-786.547
1813,-785.337
1814,-903.707
1815,-828.172
1816,-705.112
1817,-789.664
1818,-906.255
1819,-777.941
1820,-657.655
1821,-726.981
1822,-854.843
1823,-860.907
1824,-822.968
1825,-745.365
1826,-724.816
1827,-767.163
1828,-882.825
1829,-734.922
1830,-853.793
1831,-845.315
1832,-733.271
1833,-777.134
1834,-759.531
1835,-835.717
1836,-838.038
1837,-813.995
1838,-758.083
1839,-778.999
1840,-874.634
1841,-786.825
1842,-761.352
1843,-776.47
1844,-793.055
1845,-725.507
1846,-760.406
1847,-778.237
1848,-815.732
1849,-803.526
1850,-839.738
1851,-704.553
1852,-608.254
1853,-828.193
1854,-848.523
1855,-823.192
1856,-754.326
1857,-805.789
1858,-730.358
1859,-821.6
1860,-833.795
1861,-785.593
1862,-758.677
1863,-783.775
1864,-812.83
1865,-775.775
1866,-715.132
1867,-753.385
1868,-809.783
1869,-799.757
1870,-703.874
1871,-718.296
1872,-860.286
1873,-728.831
1874,-718.499
1875,-741.702
1876,-828.403
1877,-650.591
1878,-696.366
1879,-850.737
1880,-827.348
1881,-697.122
1882,-700.021
1883,-788.567
1884,-765.042
1885,-802.022
1886,-749.166
1887,-763.47
1888,-689.102
1889,-837.351
1890,-817.207
1891,-740.208
1892,-715.664
1893,-729.642
